sentence,label
歯みがき後のご褒美、2才の息子がぐずって歯を磨かない時に、そのまま寝るよりいいと思い使用してます。フッ素入りがいいですね。,3
アルファ社のと比べると、ごわごわ感があります。がさがさとやかましい。,2
低価格なのでちょっと不安だったけど取り付けの簡単な事、明るさ、切り替えなど何も問題なく使えました！あとは耐久性ですね,3
リモコン操作星４つは、ケースから出さないと操作が出来ないからです。ですのでケースに入れた状態でのリレーアタックは不可能と言う事です。,3
使用する上で問題はないのですが、+ -を調整する蓋がすぐ取れます。何かしらのもので接着した方が良いでしょう。,3
目次を索引として利用でき便利。奏法については初級対象で物足りないです。,2
センタープラグの先端の金属が飛び出ているので、接続する際にマイナス側にあたらないように差し込む必要があります。作りはしっかりしているのでプラグの先端の改善されるとさらに良いかと。,2
人生のバイブルみたい。 あちこち付箋だらけです(笑) とても良い本だと思います。,4
sparkを持って撮影場所に移動するのに純正のケースじゃ不安だったのでこちらを購入。 見た目はカーボンケース風でカッコいいです。 チャックも防水機能が付いているようでしっかりしています。草葉の中を移動中に葉についた水滴とかからガード出来るのは心強いです。 ケースの中には固定用のウレタンフォームで仕切りがしてあり本体、バッテリー、送信機、アダプター、充電ドックなどサクサク入れる事ができます。 蓋側にも小物を入れておくネットが付いていてケーブルや小物類を入れておくのに便利です。 さて、気になった点をいくつか。 本体を入れる場所ですが、プロペラが付いたままだとプロペラ周りがかなりタイトになってしまいます。ウレタンフォームが当たるとところをカッターなどでうまく削ればいいのですが あと、ウレタンフォームの可逆剤のせいなのかプロポの背面のシリアルなどが書いてあるシールのインクを侵すようです。気になる方は予め養生しておくのをオススメします。 あと結構キツ目のケミカル臭がします。,3
なんだかコマンドは増えていくものの、単純作業で飽きる。途中で投げ出して売りました。 好きな人はハマれるんだろうけど。,2
道路等への投射に関しては全く問題有りません。格好良いと思います。 ただ、フィルム部分が熱に弱く、夏に炎天下に車を駐車し車内温度が高くなると、フィルムが溶けてしまうようです。フィルム以外はなんの問題も有りません。今回の購入は、３セット目です。このため、星３つとさせていただきました。よいものなので、大変その部分だけが残念な点です。フィルムだけの販売が有ると有り難いのですが。,2
説明書はなく、YouTubeで修理動画を検索して直しました。 最初は任天堂の公式に修理に出そうと思っていましたが、「直してもスグにダメになりやすい」とか「送料＋修理費を考えたら断然安く済む」意見を見て、不安でしたがこちらのキットを頼んでみました。 結果、スグに届くし、修理も動画を見ながらその場で直せたので(今の所問題なし)早くゲームが出来るようになった子供達も大喜び!! こちらを選んで良かったです。,4
純正のコントロールが壊れてレビューを見て購入しました。 難しい接続作業等なく簡単に繋げました。 今のところ問題ないです。,2
初心者用です。 内容は大したことありません。 お金払うなら、最初は敷居が高くともマッキンゼーの方が良いと思います。永久保存版です。,1
ベンチプレスの板部分が弱い感じ。 でも、まだ壊れてません。,2
商品が到着してワクワクしながら箱を開け、白く濁った色の袋の中にフクロウが入っていてその時点でフクロウが分割されてるんだな。と感じただけで袋を破ってフクロウを出してみると断面の形状からして折れてるよねこれ。 それに他の方のレビューに添付された写真をみるとフクロウは一体になってることを確認しました。 瞬間接着剤で応急処置して、泣き泣き使用することにします。 箱に衝撃を加えたり乱雑に扱った覚えはさらさらないので、非常に残念です(>_<) 今後こういった被害に遭う人を減らすためにもフクロウが折れやすい材質なら、もっと慎重に扱い破損しにくい梱包にしてほしいです。,1
一体これはいつ使うのか。これはおそらく野外での使用で本領を発揮すると思うのです。屋内にいれば使う必要はないかと。ただ、軽くて薄いので万一の為に旅行の際にスーツケースに忍ばせておくと安心かも。,1
詐欺商品です 1.2mでした 2本購入したががっかりです,0
久しぶりにビデオカメラを買い換えました．孫を連れて海水浴，首からカメラをぶら下げて海の中で一緒に遊びながら，ときどき撮影することができました．水に浸かっても，水や砂で汚れた手でも安心して操作できるのが，とてもよかったです．帰ってから水洗い．再生，画質にも満足，ズーミングするとき毎回カメラが揺れていました．TVを買い換えるまでは４Kではなく，フルハイビジョンでの撮影になります．,4
説明では、マイクロＳＤカードが 32Ｇまで対応とありますが、実際は 24Ｇ未満じゃないと正常に作動されずカードを入れてくださいと表示されます!!! 24Ｇ以下だと問題なく作動します。,1
医者に処方された薬が時々掲載されていないことがあるので。その点少々不満足です。 内容はかなり充実しているっと思いますがもう一息といった感じです。,2
3ヶ月も経たないうちに壊れました。充電もできずボタンも反応しません。 中国製でもコレはハズレです。購入されないことをオススメします。 確実に長持ちしません！お金をどぶに捨てたい人むけ！,0
品があって、どこにでも置けて良かったです。 屋根があるのでホコリが気になりません。 一輪挿し？が小さ過ぎて使えませんが。,4
微妙にサイズが小さいので、端のところが心配,3
5.0お店で色んなブランドの商品を聞き比べた時に、これが1番音質が良かったのですが、重低音、耐久性をコンセプトとしているので音質はこだわりがないのかと不安でしたが、実際音もよく、レビュー評価も非常に高いのでこれに決めました。臨場感の高さは価格の割に素晴らしい。基本ロックを聴くことが多いので、大満足です,4
しっかりしていて色も可愛く選んで良かったです 柄もかわいかったです,4
到着等は遅れもなく、梱包も丁寧でした。着用してみてそれなりの保温力が有ることは確認しました。あくまでもインナーとしてであればそこそこ良い品です。 ただし購入後現時点で「フロントファスナー」が駄目になりました。中華の各メーカーさんにお願いがあります。多少高くなっても世界の「ＹＫＫ」ファスナーを使用して製作してください。ファスナーが逝かれたのでゴミとなります。もったいない・・・・。 以上,1
iCOSのオンラインショップの倍ちかい値段ですよ、儲けすぎです。,1
パワーが低い。 バリカンの方が良いです。,1
ターゲットと似たような構成で、ターゲットと同じような感覚で使えるので使いやすいです。 最低限のことが書いてあって、情報が詰まりすぎていて見づらいということもなく、良い感じです。,4
使用する量が少なくて長持ちしてます。 効果の方は・・・？ もう少し続けてみようと思います。,3
家内用として2箇月前に買ったパジャマです。 サイズ・色合い・風合いも良く、家内も気に入っていたのですが、このところ、布地の縫い合わせ部分にほつれが生じ、（見掛け上）孔が空いたような状況が複数箇所で発生しています。修繕に心掛けていますが、「新品なのに、不都合発生が早過ぎない？」と不満に思っています。 よく観察した結果、縫い合わせ部の縫い代の幅が「極端に」狭く、かつ、「布の裁断部（端部）にほつれ止めがされていない」ことが主原因であろうと考えるに至りました。 とりあえずは自家で補修するつもりですが、今後の購入を検討される方に「お知らせしておく必要がある」と考え、レビューを投稿することにしました。 不都合な投稿でも掲載するフェアな会社であって欲しいと思い、レビューを書きました。 これが公表されるようであれば、次も貴社製品を購入することでしょう。,1
こちらが思っていた通りのものが届きました。 アマゾンでの注文時に表記する内容などなしで注文ボタンを押すのは不安ですが、その後メールでやりとりしてこちらが思っていた通りのものが届きました。 メールにさえ気を付けていれば早く届くと思います。 字体は表札向きのものなのでしょうが、もう少し字体を増やして欲しいと思いました。,4
価格も安く配送も早く良かったです。ただ1つ残念なのは大きさが思ったより小さかった。,3
ちょっと水もれしてる気がするけど全然いいです,4
半世紀近くも生きていれば、いろんなことがあります。 それらを美化することもなく、卑下することもなく ありのままに話してくれる一冊です。 久しぶりに会った友人と語り合う気分で、どうぞ💕,3
スマホのusb-cに直接差し込み認識。読み書きも早い。 キャップがやや緩いが機能は申し分ない。 microSD差し込みはプッシュ式でかなり奥まで入るので、 いざ落としたときなどの不安は拭える。,3
入っているはずの部品が1種類入ってなかった。 入っていない部品のみの再発送が出来ず、再度購入してから必要な部品だけを取り除き他は返品をと言われ、面倒だったから別の商品を購入した。発送する前にﾐｽがないかどうか再確認して欲しい。,1
音量は勝手に変えられ、動画は飛ばされる、そして雑音だらけなので、買わない方がいい。,0
けつあつそくていきのうはいいかげん。じゅうでんきのうがすぐにだめになった。,1
パソコン内蔵で使用していましたが、壊れました。全く読めない、クローンもできない、Unix系クローンもできない、Windowsで認識できない状態になりました。送料こちら持ちでWDに送り返して、使えるものを送ってもらいました。,1
サイズも良く良い感じで貼れました。見え方も、タッチも良くそこそこ満足していたのですが…貼った次の日に5cm程度の高さからカギを1本落とした(というか触れただけに等しい…)だけでヒビ&パキパキ状態に… こりゃ万が一スマホ落とした場合の保護効果も全く望めませんね。 これを貼っても意味が無いと思うので購入はオススメできません。,1
確かに濡れません‼️ その代わり蒸れるしロボコン？みたいだし…😑 笑いは獲れますよ❗ 後、鉄板(マンホールetc)はよく滑るのでご注意下さい🙇,2
ホットヨガで使っています。 安いだけあって、5回しか使ってないのに もう表面がポロポロしてきました。 うーーん、やっぱり値段相応ですね。 残念です。 次回はもっと高くて壊れないものを購入します。,1
子供が自分で着ようとすると大概前後逆に着てしまいます。 有名どころは背中にブランドロゴがありますが、こちらは無し。また肩のボタンを留める側もそれらとは左右逆なので、習慣づいていると尚更間違えて着てしまいます。 前後を判別させる方法を教えようにも、一度合わせて襟元が深い方が前、というだけでは2〜3歳児には難しい過ぎです。,1
使い方がよくわからないし子供が入らない。買って損した、レビューには簡単に出来ると書いていたので購入さしましたがわたしには合いませんでした。,0
イヤホンヘッドはほぼ画像と同じですが、もっと小さいっていう感じです。機能性よりもデザイン重視で選びましたが、音質もなかなかいいです。 シンプルなデザインなので服にも合わせやすいです。値段が安いからといって特に何も不便な点はなく、むしろこの値段を踏まえればかなり安いかと思います。音質もよく、充電も長持ちします！値段の割にすごく良い商品でした！,4
平成ゴジラシリーズの第一作となる作品。 ただ、次作のビオランテに出てくるゴジラの容姿が思いっきりかわるけれども・・・・ ビオランテからの作品と比べると、意外と人が燃えたり死んだりというダイレクトなシーンが多いなぁって感じました。,3
3日で壊れました。見た目もおもちゃみたいな感じなので、買って後悔しました…,0
どうしてもecho plusと接続出来ず、全額返品となりました。カスタマーセンターの方曰くAmazon.comとAmazon.co.jpのアカウント結合が原因の可能性があるとのことでした。楽しみにしていただけに残念です。,1
全部使ってから1週間くらいで充電できなくなりました,0
みなさんが書いていますが根本かな？ 問題がある商品です,0
気に入った点 ・暖かいタオルで少しお肌を温めてから適量を手のひらに広げてなでるように顔全体をマッサージしたら 冷たいタオルで冷やす感じで軽く拭き取れば驚くほどしっとり。 ・抜け毛などには指先に少量を取って地肌にすりこみ頭をを蒸しタオルすると髪がとてもつやつやしてきます。 勿論抜け毛も収まります。 気に入らない点 ・臭いが嫌い・ ・かなりべたつく。でも良い点ン方が勝っているから我慢して使える。 ・少し温めないと使いにくい。,3
金額が金額なのですが、やはり耐久性が低いですね。 明るさはそれなりですが。個数入っていても一日持たないものがほとんどで 結局違うLEDを購入せざるおえなかった。自分は原付のメーター球に使ったのですが なんども交換しました,1
仕事の中、携帯電話を使えないで(運転中)この間商品を購入しました、家族の電話も一本も逃した、大満足でした、商品は音質がいいし、内蔵バッテリーが長持ちでした、音楽が長く聞いても問題ないです。,4
中国産の並行輸入品。 多分骨の部分は凝縮された紙？みたいな素材で折れやすいのか、届いた時点で骨が折れていた。 初めての凧揚げを明日に控えた娘を裏切るわけにもいかず返品も諦め、 なんとか爪楊枝で修復したけれど、売り物なのだから良品を作って欲しい。,0
友人のリクエストで離乳食が始まる頃にプレゼントとしてこのブレンダーを購入しました。お粥のすりつぶしですが、一瞬で完成したそうです。私も子供が居ますが離乳食を作るのはとても時間がかかり、大変な記憶しかありません。それが一瞬で出来るなんて、、、私も離乳食の時に購入しておくべきだったかなと思いました。これからみじん切りなども試してみるそうです。他にも、幼稚園の子には、バナナジュースとハンバーグを作ったそうです。子供には出来る限り手作りのもの食べさせたい、だけど手間がかかったりする、その手間を少しでも軽減させるのにはとても便利だと思いました。,4
黒を注文し、4日後に届きました。普段iphone7を使用していますが、ケースを付けなければ出し入れはスムーズにできると思います。閉める時に少し手こずりましたが慣れれば問題ないです。タッチやスクロールもちゃんと反応してくれるのでお風呂の中でもイライラせず使えました！笑カメラ機能も問題なし。ただ透明ビニール部分に指紋や傷がつきやすいので、保管場所や取り扱いは慎重にした方が良いかもしれません。ですが、紐もついてるしこの値段にしては十分な機能だと思います！,4
王子が育っていくのが今後が楽しみだストーリーもよくできていた,3
よく考えたら１００g（約3人前）＝1200円 １杯400円でした。 よく考えるべきでした。,0
写真とは別物の謎の缶が届きました これ本物ですか？,0
マーベルの中にもお笑いがあるとは知らなかった デートに行くには難しそうなので-1 一人で見るなら5,3
レビューもみて、しっかり調べて首振りを選択したはずが首振らない商品でした。 蛇口に設置してから気づいた(というか思い出した)ので、返品は諦めました。 水の味については正直変化がわかりません。 存在感がありせまいシンクがより窮屈に… 首さえ振れれば… さらに非濾過の直接の水道水がシャワーでしか使えないので直接の水道水を容器の細い口に注ぎたい時などシャワーでしかでないので、面倒かつこぼれて水が無駄になります。 まぎらわしいホームページと使い勝手の悪さから★下げました。,1
袖が長く、暖かそうに着ていました。脱がすのは大変かと思いましｔた、やってみたら簡単に脱がすこともできました。,3
今回届いたものは表面にかすり傷のあるものでしたが、見た目に高級感がありコスパがよく全体的には満足しています。やっぱり本革はいいですね。ツートンカラーもいい感じです。 最初匂いがきつかったのですが、二、三日様子を見たところ、匂いも気にならなくなりました。 ただカードを各ポケットに入れた場合、お札の枚数が多いとやや閉まりにくいので、普段カード決済で現金をあまり持ち歩かない方に向いていると思います。 (特に小銭入れはそこまで量が入らないので・・・) 大きさは女性雑誌モアの2019年11月付録（ジルスチュアートのミニ財布）と同じくらいでした。,3
雑誌等で紹介されているので購入。 使ってみて、正直そこまで効果は感じませんでした。 グロス状の薬用リップを塗って、ラップパックした方が良いかも知れません。 また、3週間ほどで中の液体がなくなってしまいました。 きちんと蓋を閉めていたのに残念です。 毎日使う場合は大容量が良いと思いますが、週2～3回ぐらいの場合は個包装にした方が結果お得かも知れません。 あと、1枚ずつ取るのが難しかったです。,2
